INSTRUMENT_TYPE_ID,TICKER_ID,TICKER_CODE,COUNTRY_NAME,COUNTRY_CODE,COUNTRY_CODE_2,PLUS500
1,296,TGSU2.BA,Argentina,1,AR,0
1,297,ESME.BA,Argentina,1,AR,0
1,298,GN10Q.BA,Argentina,1,AR,0
1,299,DICA.BA,Argentina,1,AR,0
1,300,ORAN.BA,Argentina,1,AR,0
1,301,AZN.BA,Argentina,1,AR,0
1,302,SAP.BA,Argentina,1,AR,0
1,303,CADO.BA,Argentina,1,AR,0
1,304,CAPX.BA,Argentina,1,AR,0
1,305,AS17X.BA,Argentina,1,AR,0
1,306,AS16X.BA,Argentina,1,AR,0
1,307,AY24X.BA,Argentina,1,AR,0
1,308,AY24C.BA,Argentina,1,AR,0
1,309,AY24D.BA,Argentina,1,AR,0
1,310,STD.BA,Argentina,1,AR,0
1,311,BARY1.BA,Argentina,1,AR,0
1,312,BCG16.BA,Argentina,1,AR,0
1,313,BCN16.BA,Argentina,1,AR,0
1,314,BD2C0.BA,Argentina,1,AR,0
1,315,BD4C6.BA,Argentina,1,AR,0
1,316,BDEDD.BA,Argentina,1,AR,0
1,317,BD7C6.BA,Argentina,1,AR,0
1,318,BARX1.BA,Argentina,1,AR,0
1,319,BDC16.BA,Argentina,1,AR,0
1,320,BD2C6.BA,Argentina,1,AR,0
1,321,BFCGO.BA,Argentina,1,AR,0
1,322,BFCHO.BA,Argentina,1,AR,0
1,323,BFCBO.BA,Argentina,1,AR,0
1,324,BHCDO.BA,Argentina,1,AR,0
1,325,BHCXO.BA,Argentina,1,AR,0
1,326,TSC1O.BA,Argentina,1,AR,0
1,327,BNL17.BA,Argentina,1,AR,0
1,328,BNM17.BA,Argentina,1,AR,0
1,329,BNJ16.BA,Argentina,1,AR,0
1,330,BPLE.BA,Argentina,1,AR,0
1,331,BPMD.BA,Argentina,1,AR,0
1,332,BP21D.BA,Argentina,1,AR,0
1,333,BPLDD.BA,Argentina,1,AR,0
1,334,BP18.BA,Argentina,1,AR,0
1,335,BP28.BA,Argentina,1,AR,0
1,336,BP21.BA,Argentina,1,AR,0
1,337,BR00P.BA,Argentina,1,AR,0
1,338,IRCP.BA,Argentina,1,AR,0
1,339,BWS6V.BA,Argentina,1,AR,0
1,340,BY08C.BA,Argentina,1,AR,0
1,341,CEDI.BA,Argentina,1,AR,0
1,342,CG27C.BA,Argentina,1,AR,0
1,343,CG26B.BA,Argentina,1,AR,0
1,344,CG27B.BA,Argentina,1,AR,0
1,345,CG26C.BA,Argentina,1,AR,0
1,346,CLCEO.BA,Argentina,1,AR,0
1,347,CL4OD.BA,Argentina,1,AR,0
1,348,CLC4O.BA,Argentina,1,AR,0
1,349,CN15Q.BA,Argentina,1,AR,0
1,350,CN16Q.BA,Argentina,1,AR,0
1,351,CPC6O.BA,Argentina,1,AR,0
1,352,CPC2O.BA,Argentina,1,AR,0
1,353,CPC4O.BA,Argentina,1,AR,0
1,354,CSBNO.BA,Argentina,1,AR,0
1,355,CS9JO.BA,Argentina,1,AR,0
1,356,CSBMO.BA,Argentina,1,AR,0
1,357,CS8HO.BA,Argentina,1,AR,0
1,358,CUAPX.BA,Argentina,1,AR,0
1,359,CZ12B.BA,Argentina,1,AR,0
1,360,DICYC.BA,Argentina,1,AR,0
1,361,DICAX.BA,Argentina,1,AR,0
1,362,DICAC.BA,Argentina,1,AR,0
1,363,DIA0D.BA,Argentina,1,AR,0
1,364,DICAD.BA,Argentina,1,AR,0
1,365,DIE0.BA,Argentina,1,AR,0
1,366,DICPX.BA,Argentina,1,AR,0
1,367,DICYD.BA,Argentina,1,AR,0
1,368,ER2D6.BA,Argentina,1,AR,0
1,369,REP.BA,Argentina,1,AR,0
1,370,TEF.BA,Argentina,1,AR,0
1,371,GJ17C.BA,Argentina,1,AR,0
1,372,GJ17D.BA,Argentina,1,AR,0
1,373,GL08Q.BA,Argentina,1,AR,0
1,374,GLW.BA,Argentina,1,AR,0
1,375,GL08C.BA,Argentina,1,AR,0
1,376,LB2A6.BA,Argentina,1,AR,0
1,377,LCY16.BA,Argentina,1,AR,0
1,378,LDC3O.BA,Argentina,1,AR,0
1,379,LEY16.BA,Argentina,1,AR,0
1,380,LG72O.BA,Argentina,1,AR,0
1,381,MBCOO.BA,Argentina,1,AR,0
1,382,MDC6O.BA,Argentina,1,AR,0
1,383,ML09B.BA,Argentina,1,AR,0
1,384,ML10B.BA,Argentina,1,AR,0
1,385,MTALO.BA,Argentina,1,AR,0
1,386,MTAUO.BA,Argentina,1,AR,0
1,387,NF18X.BA,Argentina,1,AR,0
1,388,NF18C.BA,Argentina,1,AR,0
1,389,NJC3O.BA,Argentina,1,AR,0
1,390,NLC2V.BA,Argentina,1,AR,0
1,391,NO20.BA,Argentina,1,AR,0
1,392,NRH2.BA,Argentina,1,AR,0
1,393,NS00A.BA,Argentina,1,AR,0
1,394,NVC3O.BA,Argentina,1,AR,0
1,395,OAOY2.BA,Argentina,1,AR,0
1,396,OCEY1.BA,Argentina,1,AR,0
1,397,ODNY9.BA,Argentina,1,AR,0
1,398,OGBY1.BA,Argentina,1,AR,0
1,399,ONY13.BA,Argentina,1,AR,0
1,400,OPNY1.BA,Argentina,1,AR,0
1,401,OROY5.BA,Argentina,1,AR,0
1,402,OROY4.BA,Argentina,1,AR,0
1,403,PAC.BA,Argentina,1,AR,0
1,404,PARAC.BA,Argentina,1,AR,0
1,405,PARAX.BA,Argentina,1,AR,0
1,406,PAA0D.BA,Argentina,1,AR,0
1,407,PARE.BA,Argentina,1,AR,0
1,408,PAY0.BA,Argentina,1,AR,0
1,409,PARAD.BA,Argentina,1,AR,0
1,410,PBM24.BA,Argentina,1,AR,0
1,411,PNC7O.BA,Argentina,1,AR,0
1,412,PNC8O.BA,Argentina,1,AR,0
1,413,PNC4O.BA,Argentina,1,AR,0
